cpt_hcpcs,modifier_1,modifier_2,age_from,age_thru,age_units,nonfacility_total_rvus_or_base_units,nonfacility_conversion_factor,nonfacility_allowed_amount,nonfacility_effective_start,facility_total_rvus_or_base_units,facility_conversion_factor,facility_allowed_amount,facility_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,tos,tos_desc,source_code,source_description
00528,,,0,20,Years,8.00,34.0000,0.00,2019-03-01,8.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00528,,,0,20,Years,8.00,25.6000,0.00,2017-11-01,8.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00528,,,21,999,Years,8.00,24.3200,0.00,2017-11-01,8.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00529,,,0,20,Years,,,,,11.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00529,,,0,20,Years,,,,,11.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00529,,,21,999,Years,,,,,11.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00530,,,0,20,Years,,,,,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00530,,,0,20,Years,,,,,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00530,,,21,999,Years,,,,,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00532,,,0,20,Years,4.00,34.0000,0.00,2019-03-01,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00532,,,0,20,Years,4.00,25.6000,0.00,2017-11-01,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00532,,,21,999,Years,4.00,24.3200,0.00,2017-11-01,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00534,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00534,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00534,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00537,,,0,20,Years,,,,,10.00,25.6000,0.00,2023-03-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00537,,,0,20,Years,,,,,10.00,34.0000,0.00,2023-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00537,,,21,999,Years,,,,,10.00,24.3200,0.00,2023-03-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00539,,,0,20,Years,,,,,18.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00539,,,0,20,Years,,,,,18.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00539,,,21,999,Years,,,,,18.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00540,,,0,20,Years,,,,,12.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00540,,,0,20,Years,,,,,12.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00540,,,21,999,Years,,,,,12.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00541,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00541,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00541,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00542,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00542,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00542,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00546,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00546,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00546,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00548,,,0,20,Years,,,,,17.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00548,,,0,20,Years,,,,,17.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00548,,,21,999,Years,,,,,17.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00550,,,0,20,Years,,,,,10.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00550,,,0,20,Years,,,,,10.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00550,,,21,999,Years,,,,,10.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00560,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00560,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00560,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00561,,,0,12,Months,,,,,25.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00561,,,0,12,Months,,,,,25.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00562,,,1,20,Years,,,,,20.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00562,,,1,20,Years,,,,,20.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00562,,,21,999,Years,,,,,20.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00563,,,0,20,Years,,,,,25.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00563,,,0,20,Years,,,,,25.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00563,,,21,999,Years,,,,,25.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00566,,,0,20,Years,,,,,25.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00566,,,0,20,Years,,,,,25.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00566,,,21,999,Years,,,,,25.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00567,,,0,20,Years,,,,,18.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00567,,,0,20,Years,,,,,18.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00567,,,21,999,Years,,,,,18.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00580,,,0,20,Years,,,,,20.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00580,,,0,20,Years,,,,,20.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00580,,,21,999,Years,,,,,20.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00600,,,0,20,Years,10.00,34.0000,0.00,2019-03-01,10.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00600,,,0,20,Years,10.00,25.6000,0.00,2017-11-01,10.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00600,,,21,999,Years,10.00,24.3200,0.00,2017-11-01,10.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00604,,,0,20,Years,,,,,13.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00604,,,0,20,Years,,,,,13.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00604,,,21,999,Years,,,,,13.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00620,,,0,20,Years,,,,,10.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00620,,,0,20,Years,,,,,10.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00620,,,21,999,Years,,,,,10.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00625,,,0,20,Years,,,,,13.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00625,,,0,20,Years,,,,,13.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00625,,,21,999,Years,,,,,13.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00626,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00626,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00626,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00630,,,0,20,Years,8.00,34.0000,0.00,2019-03-01,8.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00630,,,0,20,Years,8.00,25.6000,0.00,2017-11-01,8.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00630,,,21,999,Years,8.00,24.3200,0.00,2017-11-01,8.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00632,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00632,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00632,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00635,,,0,20,Years,4.00,34.0000,0.00,2019-03-01,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00635,,,0,20,Years,4.00,25.6000,0.00,2017-11-01,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00635,,,21,999,Years,4.00,24.3200,0.00,2017-11-01,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00640,,,0,20,Years,3.00,34.0000,0.00,2019-03-01,3.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00640,,,0,20,Years,3.00,25.6000,0.00,2017-11-01,3.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00640,,,21,999,Years,3.00,24.3200,0.00,2017-11-01,3.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00670,,,0,20,Years,,,,,13.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00670,,,0,20,Years,,,,,13.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00670,,,21,999,Years,,,,,13.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00700,,,0,20,Years,,,,,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00700,,,0,20,Years,,,,,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00700,,,21,999,Years,,,,,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00702,,,0,20,Years,4.00,34.0000,0.00,2019-03-01,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00702,,,0,20,Years,4.00,25.6000,0.00,2017-11-01,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00702,,,21,999,Years,4.00,24.3200,0.00,2017-11-01,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00730,,,0,20,Years,5.00,34.0000,0.00,2019-03-01,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00730,,,0,20,Years,5.00,25.6000,0.00,2017-11-01,5.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00730,,,21,999,Years,5.00,24.3200,0.00,2017-11-01,5.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00731,,,0,20,Years,5.00,34.0000,0.00,2019-03-01,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00731,,,0,20,Years,5.00,25.6000,0.00,2018-01-01,5.00,25.6000,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00731,,,21,999,Years,5.00,24.3200,0.00,2018-01-01,5.00,24.3200,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00732,,,0,20,Years,6.00,34.0000,0.00,2019-03-01,6.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00732,,,0,20,Years,6.00,25.6000,0.00,2018-01-01,6.00,25.6000,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00732,,,21,999,Years,6.00,24.3200,0.00,2018-01-01,6.00,24.3200,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00750,,,0,20,Years,,,,,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00750,,,0,20,Years,,,,,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00750,,,21,999,Years,,,,,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00752,,,0,20,Years,,,,,6.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00752,,,0,20,Years,,,,,6.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00752,,,21,999,Years,,,,,6.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00754,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00754,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00754,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00756,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00756,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00756,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00770,,,0,20,Years,,,,,15.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00770,,,0,20,Years,,,,,15.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00770,,,21,999,Years,,,,,15.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00790,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00790,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00790,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00792,,,0,20,Years,,,,,13.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00792,,,0,20,Years,,,,,13.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00792,,,21,999,Years,,,,,13.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00794,,,0,20,Years,,,,,8.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00794,,,0,20,Years,,,,,8.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00794,,,21,999,Years,,,,,8.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00796,,,0,20,Years,,,,,30.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00796,,,0,20,Years,,,,,30.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00796,,,21,999,Years,,,,,30.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00797,,,0,20,Years,,,,,11.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00797,,,0,20,Years,,,,,11.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00797,,,21,999,Years,,,,,11.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00800,,,0,20,Years,,,,,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00800,,,0,20,Years,,,,,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00800,,,21,999,Years,,,,,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00802,,,0,20,Years,,,,,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00802,,,0,20,Years,,,,,5.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00802,,,21,999,Years,,,,,5.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00811,,,0,20,Years,4.00,34.0000,0.00,2019-03-01,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00811,,,0,20,Years,4.00,25.6000,0.00,2018-01-01,4.00,25.6000,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00811,,,21,999,Years,4.00,24.3200,0.00,2018-01-01,4.00,24.3200,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00812,,,0,20,Years,3.00,34.0000,0.00,2019-03-01,3.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00812,,,0,20,Years,3.00,25.6000,0.00,2018-01-01,3.00,25.6000,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00812,,,21,999,Years,3.00,24.3200,0.00,2018-01-01,3.00,24.3200,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00813,,,0,20,Years,5.00,34.0000,0.00,2019-03-01,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00813,,,0,20,Years,5.00,25.6000,0.00,2018-01-01,5.00,25.6000,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00813,,,21,999,Years,5.00,24.3200,0.00,2018-01-01,5.00,24.3200,0.00,2018-01-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00820,,,0,20,Years,,,,,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00820,,,0,20,Years,,,,,5.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00820,,,21,999,Years,,,,,5.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00830,,,0,20,Years,,,,,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00830,,,0,20,Years,,,,,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00830,,,21,999,Years,,,,,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00832,,,0,20,Years,,,,,6.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00832,,,0,20,Years,,,,,6.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00832,,,21,999,Years,,,,,6.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00834,,,0,12,Months,,,,,5.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00834,,,0,12,Months,,,,,5.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00836,,,0,12,Months,,,,,6.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00836,,,0,12,Months,,,,,6.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00840,,,0,20,Years,,,,,6.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00840,,,0,20,Years,,,,,6.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00840,,,21,999,Years,,,,,6.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00842,,,10,20,Years,4.00,34.0000,0.00,2019-03-01,4.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00842,,,10,20,Years,4.00,25.6000,0.00,2017-11-01,4.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00842,,,21,55,Years,4.00,24.3200,0.00,2017-11-01,4.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00844,,,0,20,Years,,,,,7.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00844,,,0,20,Years,,,,,7.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00844,,,21,999,Years,,,,,7.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00846,,,0,20,Years,,,,,8.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00846,,,0,20,Years,,,,,8.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00846,,,21,999,Years,,,,,8.00,24.3200,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00848,,,0,20,Years,,,,,8.00,34.0000,0.00,2019-03-01,3,CM,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
00848,,,0,20,Years,,,,,8.00,25.6000,0.00,2017-11-01,3,,,2025-03-01,7,ANESTHESIA,PRCR402C,PHYSICIAN
