cpt_hcpcs,tos,tos_desc,age_from,age_thru,age_units,urban_allowed_amount,urban_effective_start,rural_allowed_amount,rural_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,source_code,source_description
76512,4,RADIOLOGY,0,999,Years,48.11,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76513,4,RADIOLOGY,0,999,Years,75.18,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76514,4,RADIOLOGY,0,999,Years,11.36,2023-09-01,35.75,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76516,4,RADIOLOGY,0,999,Years,46.78,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76519,4,RADIOLOGY,0,999,Years,68.16,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76529,4,RADIOLOGY,0,999,Years,85.88,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76536,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76604,4,RADIOLOGY,0,999,Years,57.14,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76641,4,RADIOLOGY,0,999,Years,102.91,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76642,4,RADIOLOGY,0,999,Years,85.20,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76700,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76705,4,RADIOLOGY,0,999,Years,87.21,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76706,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76770,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76775,4,RADIOLOGY,0,999,Years,59.81,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76776,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76800,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76801,4,RADIOLOGY,10,55,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76802,4,RADIOLOGY,10,55,Years,60.14,2025-03-01,61.00,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76805,4,RADIOLOGY,10,55,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76810,4,RADIOLOGY,10,55,Years,87.54,2025-03-01,88.78,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76811,4,RADIOLOGY,10,55,Years,177.76,2025-03-01,294.17,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76812,4,RADIOLOGY,10,55,Years,192.13,2023-09-01,194.85,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76813,4,RADIOLOGY,10,55,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76814,4,RADIOLOGY,10,55,Years,74.51,2025-03-01,75.57,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76815,4,RADIOLOGY,10,55,Years,81.20,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76816,4,RADIOLOGY,10,55,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76817,4,RADIOLOGY,10,55,Years,92.89,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76818,4,RADIOLOGY,10,55,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76819,4,RADIOLOGY,10,55,Years,85.88,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76820,4,RADIOLOGY,10,55,Years,44.78,2023-09-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76821,4,RADIOLOGY,10,55,Years,89.21,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76825,4,RADIOLOGY,10,55,Years,262.29,2025-03-01,662.29,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76826,4,RADIOLOGY,10,55,Years,157.04,2025-03-01,294.17,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76827,4,RADIOLOGY,10,55,Years,70.16,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76828,4,RADIOLOGY,10,55,Years,48.79,2025-03-01,131.99,2025-03-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76830,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76831,4,RADIOLOGY,0,999,Years,116.61,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76856,4,RADIOLOGY,0,999,Years,96.28,2011-09-01,137.30,2021-09-01,,RH,,2021-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76857,4,RADIOLOGY,0,999,Years,50.79,2015-07-01,137.30,2021-09-01,,RH,,2021-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76870,4,RADIOLOGY,0,999,Years,100.24,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76872,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76873,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76881,4,RADIOLOGY,0,999,Years,96.28,2011-09-01,137.30,2021-09-01,,RH,,2021-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76882,4,RADIOLOGY,0,999,Years,30.35,2013-09-01,137.30,2021-09-01,,RH,,2021-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76883,4,RADIOLOGY,0,999,Years,71.50,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76885,4,RADIOLOGY,0,365,Days,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76886,4,RADIOLOGY,0,365,Days,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76936,4,RADIOLOGY,0,999,Years,260.96,2025-03-01,376.82,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76975,4,RADIOLOGY,0,999,Years,110.35,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76977,4,RADIOLOGY,0,999,Years,7.35,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76978,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76979,4,RADIOLOGY,0,999,Years,143.01,2025-03-01,145.04,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76981,4,RADIOLOGY,0,999,Years,104.59,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76982,4,RADIOLOGY,0,999,Years,93.56,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76983,4,RADIOLOGY,0,999,Years,61.81,2025-03-01,62.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76999,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77053,4,RADIOLOGY,0,999,Years,54.13,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77054,4,RADIOLOGY,0,999,Years,69.50,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77063,4,RADIOLOGY,0,999,Years,52.46,2026-03-01,,,,,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77071,4,RADIOLOGY,0,999,Years,55.73,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77072,4,RADIOLOGY,0,999,Years,26.06,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77073,4,RADIOLOGY,0,999,Years,45.44,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77074,4,RADIOLOGY,0,999,Years,65.49,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77075,4,RADIOLOGY,0,999,Years,99.90,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77076,4,RADIOLOGY,0,365,Days,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77077,4,RADIOLOGY,0,999,Years,47.11,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77078,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77080,4,RADIOLOGY,0,999,Years,39.09,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77081,4,RADIOLOGY,0,999,Years,31.74,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77084,4,RADIOLOGY,0,999,Years,233.47,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77085,4,RADIOLOGY,0,999,Years,53.46,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
77086,4,RADIOLOGY,0,999,Years,33.75,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78012,4,RADIOLOGY,0,999,Years,81.20,2025-03-01,495.14,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78013,4,RADIOLOGY,0,999,Years,171.74,2025-03-01,495.14,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78014,4,RADIOLOGY,0,999,Years,218.19,2025-03-01,495.14,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78015,4,RADIOLOGY,0,999,Years,209.50,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78016,4,RADIOLOGY,0,999,Years,248.59,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78018,4,RADIOLOGY,0,999,Years,280.00,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78070,4,RADIOLOGY,0,999,Years,265.30,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78071,4,RADIOLOGY,0,999,Years,314.75,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78075,4,RADIOLOGY,0,999,Years,397.61,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78099,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78102,4,RADIOLOGY,0,999,Years,159.38,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78103,4,RADIOLOGY,0,999,Years,169.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78104,4,RADIOLOGY,0,999,Years,225.20,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78110,4,RADIOLOGY,0,999,Years,69.84,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78111,4,RADIOLOGY,0,999,Years,91.89,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78120,4,RADIOLOGY,0,999,Years,71.50,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78121,4,RADIOLOGY,0,999,Years,94.56,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78122,4,RADIOLOGY,0,999,Years,99.58,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78130,4,RADIOLOGY,0,999,Years,124.63,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78140,4,RADIOLOGY,0,999,Years,109.60,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78185,4,RADIOLOGY,0,999,Years,153.36,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78191,4,RADIOLOGY,0,999,Years,124.63,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78195,4,RADIOLOGY,0,999,Years,317.76,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78199,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78201,4,RADIOLOGY,0,999,Years,175.43,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78202,4,RADIOLOGY,0,999,Years,194.80,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78215,4,RADIOLOGY,0,999,Years,180.10,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78216,4,RADIOLOGY,0,999,Years,135.99,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78226,4,RADIOLOGY,0,999,Years,290.70,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78227,4,RADIOLOGY,0,999,Years,390.26,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78230,4,RADIOLOGY,0,999,Years,162.39,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78231,4,RADIOLOGY,0,999,Years,104.25,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78232,4,RADIOLOGY,0,999,Years,102.58,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78258,4,RADIOLOGY,0,999,Years,196.80,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78261,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78262,4,RADIOLOGY,0,999,Years,223.20,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78264,4,RADIOLOGY,0,999,Years,296.71,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78265,4,RADIOLOGY,0,999,Years,353.51,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78266,4,RADIOLOGY,0,999,Years,397.61,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78278,4,RADIOLOGY,0,999,Years,313.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78282,4,RADIOLOGY,0,999,Years,66.81,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78290,4,RADIOLOGY,0,999,Years,295.70,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78291,4,RADIOLOGY,0,999,Years,238.58,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78299,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78300,4,RADIOLOGY,0,999,Years,203.15,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78305,4,RADIOLOGY,0,999,Years,247.59,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78306,4,RADIOLOGY,0,999,Years,264.64,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78315,4,RADIOLOGY,0,999,Years,310.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78399,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78414,4,RADIOLOGY,0,999,Years,156.38,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78428,4,RADIOLOGY,0,999,Years,171.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78445,4,RADIOLOGY,0,999,Years,171.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78451,4,RADIOLOGY,0,999,Years,306.74,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78452,4,RADIOLOGY,0,999,Years,422.34,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78453,4,RADIOLOGY,0,999,Years,264.30,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78454,4,RADIOLOGY,0,999,Years,391.26,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78456,4,RADIOLOGY,0,999,Years,281.68,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78457,4,RADIOLOGY,0,999,Years,156.38,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78458,4,RADIOLOGY,0,999,Years,190.79,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78466,4,RADIOLOGY,0,999,Years,160.05,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78468,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78472,4,RADIOLOGY,0,999,Years,206.83,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78473,4,RADIOLOGY,0,999,Years,262.96,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78481,4,RADIOLOGY,0,999,Years,161.39,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78483,4,RADIOLOGY,0,999,Years,218.19,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78494,4,RADIOLOGY,0,999,Years,209.50,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78499,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78579,4,RADIOLOGY,0,999,Years,169.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78580,4,RADIOLOGY,0,999,Years,213.51,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78582,4,RADIOLOGY,0,999,Years,297.04,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78597,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78598,4,RADIOLOGY,0,999,Years,269.31,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78599,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78600,4,RADIOLOGY,0,999,Years,166.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78601,4,RADIOLOGY,0,999,Years,196.80,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78605,4,RADIOLOGY,0,999,Years,183.78,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78606,4,RADIOLOGY,0,999,Years,295.70,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78608,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78610,4,RADIOLOGY,0,999,Years,160.05,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78630,4,RADIOLOGY,0,999,Years,302.05,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78635,4,RADIOLOGY,0,999,Years,302.73,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78645,4,RADIOLOGY,0,999,Years,290.70,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78650,4,RADIOLOGY,0,999,Years,242.91,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78660,4,RADIOLOGY,0,999,Years,131.65,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
